Rank,Channel Info,Influence Score,Followers,Avg. Likes,Posts,60-Day Eng Rate,New Post Avg. Likes,Total Likes,Country Or Region,Influencer Name,Username,Category,Avg Likes,Avg Comments,Engagement Rate (%),Country
,,,2m,,,,,,,Influencer_1326,user_1326,Gaming,3m,9m,10.38,Italy
,,,2m,,,,,,,Influencer_1327,user_1327,Music,3m,4m,12.34,USA
,,,3m,,,,,,,Influencer_1328,user_1328,Gaming,9m,5m,5.8,South Korea
,,,6m,,,,,,,Influencer_1329,user_1329,Gaming,310k,2m,14.89,India
,,,6m,,,,,,,Influencer_1330,user_1330,Gaming,9m,6m,1.48,Japan
,,,5m,,,,,,,Influencer_1331,user_1331,Fitness,6m,7m,7.65,Germany
,,,2m,,,,,,,Influencer_1332,user_1332,Fitness,4m,1m,4.62,UK
,,,3m,,,,,,,Influencer_1333,user_1333,Travel,8m,7m,5.26,Italy
,,,8m,,,,,,,Influencer_1334,user_1334,Fashion,3m,4m,6.02,South Korea
,,,9m,,,,,,,Influencer_1335,user_1335,Fitness,233k,6m,13.8,Japan
,,,1m,,,,,,,Influencer_1336,user_1336,Gaming,6m,4m,13.97,Japan
,,,7m,,,,,,,Influencer_1337,user_1337,Fitness,5m,3m,10.85,France
,,,9m,,,,,,,Influencer_1338,user_1338,Music,2m,7m,2.39,France
,,,1m,,,,,,,Influencer_1339,user_1339,Fitness,1m,9m,8.67,Japan
,,,3m,,,,,,,Influencer_1340,user_1340,Fashion,3m,3m,13.48,Germany
,,,968k,,,,,,,Influencer_1341,user_1341,Tech,4m,7m,10.03,UK
,,,9m,,,,,,,Influencer_1342,user_1342,Travel,8m,9m,1.29,Germany
,,,1m,,,,,,,Influencer_1343,user_1343,Fitness,841k,864k,0.1,UK
,,,6m,,,,,,,Influencer_1344,user_1344,Gaming,8m,1m,6.95,UK
,,,1m,,,,,,,Influencer_1345,user_1345,Beauty,9m,2m,14.76,France
,,,6m,,,,,,,Influencer_1346,user_1346,Fashion,1m,1m,11.76,France
,,,3m,,,,,,,Influencer_1347,user_1347,Music,909k,3m,7.69,South Korea
,,,9m,,,,,,,Influencer_1348,user_1348,Fashion,8m,8m,4.66,Germany
,,,1m,,,,,,,Influencer_1349,user_1349,Gaming,1m,7m,2.05,Germany
,,,2m,,,,,,,Influencer_1350,user_1350,Music,7m,2m,7.93,Japan
,,,4m,,,,,,,Influencer_1351,user_1351,Beauty,1m,8m,2.09,Brazil
,,,5m,,,,,,,Influencer_1352,user_1352,Beauty,8m,502k,11.43,India
,,,7m,,,,,,,Influencer_1353,user_1353,Music,1m,1m,12.53,Brazil
,,,3m,,,,,,,Influencer_1354,user_1354,Travel,9m,1m,1.74,Brazil
,,,1m,,,,,,,Influencer_1355,user_1355,Gaming,1m,3m,7.37,Germany
,,,1m,,,,,,,Influencer_1356,user_1356,Fitness,5m,8m,5.7,Germany
,,,7m,,,,,,,Influencer_1357,user_1357,Travel,6m,1m,14.33,USA
,,,6m,,,,,,,Influencer_1358,user_1358,Fashion,2m,1m,6.62,USA
,,,2m,,,,,,,Influencer_1359,user_1359,Fitness,2m,3m,9.59,UK
,,,3m,,,,,,,Influencer_1360,user_1360,Tech,1m,2m,13.35,South Korea
,,,7m,,,,,,,Influencer_1361,user_1361,Travel,965k,2m,6.7,India
,,,487k,,,,,,,Influencer_1362,user_1362,Travel,6m,7m,12.05,France
,,,3m,,,,,,,Influencer_1363,user_1363,Fashion,3m,7m,6.98,Germany
,,,8m,,,,,,,Influencer_1364,user_1364,Tech,5m,3m,9.95,France
,,,8m,,,,,,,Influencer_1365,user_1365,Tech,3m,629k,12.47,India
,,,6m,,,,,,,Influencer_1366,user_1366,Fitness,2m,603k,7.77,USA
,,,5m,,,,,,,Influencer_1367,user_1367,Music,5m,1m,3.91,Germany
,,,7m,,,,,,,Influencer_1368,user_1368,Beauty,5m,8m,12.0,India
,,,1m,,,,,,,Influencer_1369,user_1369,Fitness,7m,1m,13.81,UK
,,,3m,,,,,,,Influencer_1370,user_1370,Tech,6m,9m,9.02,Italy
,,,4m,,,,,,,Influencer_1371,user_1371,Fashion,8m,8m,9.23,Japan
,,,1m,,,,,,,Influencer_1372,user_1372,Gaming,863k,9m,7.49,USA
,,,3m,,,,,,,Influencer_1373,user_1373,Travel,2m,8m,13.2,Italy
,,,9m,,,,,,,Influencer_1374,user_1374,Music,4m,9m,6.96,India
,,,8m,,,,,,,Influencer_1375,user_1375,Beauty,3m,7m,4.87,Japan
,,,2m,,,,,,,Influencer_1376,user_1376,Tech,880k,5m,2.56,Brazil
,,,8m,,,,,,,Influencer_1377,user_1377,Music,5m,1m,3.28,France
,,,3m,,,,,,,Influencer_1378,user_1378,Music,1m,2m,11.18,France
,,,1m,,,,,,,Influencer_1379,user_1379,Music,5m,29k,13.11,Italy
,,,2m,,,,,,,Influencer_1380,user_1380,Travel,2m,6m,12.2,Brazil
,,,2m,,,,,,,Influencer_1381,user_1381,Tech,6m,3m,12.02,Italy
,,,689k,,,,,,,Influencer_1382,user_1382,Fitness,7m,2m,10.35,Italy
,,,3m,,,,,,,Influencer_1383,user_1383,Gaming,5m,1m,11.44,Japan
,,,4m,,,,,,,Influencer_1384,user_1384,Gaming,3m,3m,10.21,France
,,,3m,,,,,,,Influencer_1385,user_1385,Music,6m,7m,7.58,Germany
,,,4m,,,,,,,Influencer_1386,user_1386,Music,3m,8m,10.46,Brazil
,,,104k,,,,,,,Influencer_1387,user_1387,Fitness,7m,5m,5.88,USA
,,,2m,,,,,,,Influencer_1388,user_1388,Music,9m,7m,10.88,Brazil
,,,8m,,,,,,,Influencer_1389,user_1389,Fitness,8m,8m,7.35,UK
,,,1m,,,,,,,Influencer_1390,user_1390,Tech,3m,7m,7.52,France
,,,443k,,,,,,,Influencer_1391,user_1391,Beauty,9m,6m,10.64,Germany
,,,5m,,,,,,,Influencer_1392,user_1392,Tech,290k,4m,6.57,UK
,,,7m,,,,,,,Influencer_1393,user_1393,Music,181k,2m,12.04,Italy
,,,8m,,,,,,,Influencer_1394,user_1394,Gaming,6m,3m,9.58,Japan
,,,4m,,,,,,,Influencer_1395,user_1395,Music,4m,7m,8.62,Brazil
,,,5m,,,,,,,Influencer_1396,user_1396,Fashion,4m,3m,8.83,Japan
,,,7m,,,,,,,Influencer_1397,user_1397,Travel,5m,6m,3.96,France
,,,8m,,,,,,,Influencer_1398,user_1398,Travel,3m,1m,12.06,Brazil
,,,2m,,,,,,,Influencer_1399,user_1399,Gaming,9m,5m,13.57,France
,,,3m,,,,,,,Influencer_1400,user_1400,Fashion,1m,5m,13.85,Italy
,,,7m,,,,,,,Influencer_1401,user_1401,Gaming,6m,6m,4.3,South Korea
,,,9m,,,,,,,Influencer_1402,user_1402,Tech,19k,8m,3.82,Japan
,,,2m,,,,,,,Influencer_1403,user_1403,Music,4m,566k,7.36,India
,,,658k,,,,,,,Influencer_1404,user_1404,Tech,805k,9m,8.03,USA
,,,2m,,,,,,,Influencer_1405,user_1405,Tech,5m,9m,11.01,Germany
,,,6m,,,,,,,Influencer_1406,user_1406,Music,3m,1m,7.47,Brazil
,,,1m,,,,,,,Influencer_1407,user_1407,Fitness,7m,9m,7.01,Italy
,,,7m,,,,,,,Influencer_1408,user_1408,Travel,3m,5m,3.46,Italy
,,,688k,,,,,,,Influencer_1409,user_1409,Music,9m,206k,1.81,UK
,,,678k,,,,,,,Influencer_1410,user_1410,Gaming,5m,3m,8.28,UK
,,,5m,,,,,,,Influencer_1411,user_1411,Beauty,1m,7m,2.2,Japan
,,,4m,,,,,,,Influencer_1412,user_1412,Fashion,5m,6m,6.96,South Korea
,,,6m,,,,,,,Influencer_1413,user_1413,Beauty,7m,3m,1.77,France
,,,4m,,,,,,,Influencer_1414,user_1414,Tech,4m,9m,5.16,Brazil
,,,8m,,,,,,,Influencer_1415,user_1415,Gaming,8m,2m,11.38,Japan
,,,7m,,,,,,,Influencer_1416,user_1416,Music,5m,2m,2.51,Italy
,,,3m,,,,,,,Influencer_1417,user_1417,Fitness,7m,1m,7.01,India
,,,443k,,,,,,,Influencer_1418,user_1418,Gaming,7m,6m,1.67,Germany
,,,7m,,,,,,,Influencer_1419,user_1419,Music,6m,9m,6.67,India
,,,1m,,,,,,,Influencer_1420,user_1420,Gaming,8m,5m,11.91,Germany
,,,7m,,,,,,,Influencer_1421,user_1421,Travel,4m,8m,6.0,India
,,,7m,,,,,,,Influencer_1422,user_1422,Fitness,9m,2m,8.41,UK
,,,824k,,,,,,,Influencer_1423,user_1423,Music,7m,3m,14.75,USA
,,,9m,,,,,,,Influencer_1424,user_1424,Gaming,2m,1m,13.42,Brazil
,,,7m,,,,,,,Influencer_1425,user_1425,Gaming,8m,6m,12.87,Italy
,,,6m,,,,,,,Influencer_1426,user_1426,Gaming,5m,9m,14.83,South Korea
,,,7m,,,,,,,Influencer_1427,user_1427,Travel,8m,4m,13.24,South Korea
,,,4m,,,,,,,Influencer_1428,user_1428,Tech,239k,8m,10.82,UK
,,,5m,,,,,,,Influencer_1429,user_1429,Fitness,519k,4m,14.6,Italy
,,,1m,,,,,,,Influencer_1430,user_1430,Gaming,7m,5m,10.68,Italy
,,,5m,,,,,,,Influencer_1431,user_1431,Tech,9m,6m,5.43,UK
,,,533k,,,,,,,Influencer_1432,user_1432,Beauty,3m,8m,2.69,Brazil
,,,7m,,,,,,,Influencer_1433,user_1433,Gaming,5m,1m,3.67,Germany
,,,1m,,,,,,,Influencer_1434,user_1434,Fitness,5m,4m,2.95,Italy
,,,3m,,,,,,,Influencer_1435,user_1435,Music,6m,6m,7.12,France
,,,5m,,,,,,,Influencer_1436,user_1436,Fashion,4m,1m,1.68,France
,,,8m,,,,,,,Influencer_1437,user_1437,Gaming,1m,2m,14.88,South Korea
,,,9m,,,,,,,Influencer_1438,user_1438,Music,2m,4m,3.31,Brazil
,,,6m,,,,,,,Influencer_1439,user_1439,Tech,8m,3m,11.41,Germany
,,,9m,,,,,,,Influencer_1440,user_1440,Gaming,1m,2m,10.01,UK
,,,4m,,,,,,,Influencer_1441,user_1441,Tech,809k,7m,2.62,UK
,,,721k,,,,,,,Influencer_1442,user_1442,Beauty,5m,6m,6.25,Germany
,,,6m,,,,,,,Influencer_1443,user_1443,Fashion,463k,6m,4.27,Italy
,,,515k,,,,,,,Influencer_1444,user_1444,Tech,2m,7m,11.33,Italy
,,,5m,,,,,,,Influencer_1445,user_1445,Gaming,8m,1m,10.93,South Korea
,,,1m,,,,,,,Influencer_1446,user_1446,Fashion,9m,7m,6.8,India
,,,7m,,,,,,,Influencer_1447,user_1447,Beauty,8m,6m,3.7,USA
,,,2m,,,,,,,Influencer_1448,user_1448,Gaming,1m,3m,1.21,Italy
,,,4m,,,,,,,Influencer_1449,user_1449,Tech,4m,5m,1.06,India
,,,9m,,,,,,,Influencer_1450,user_1450,Fitness,2m,7m,14.84,South Korea
,,,9m,,,,,,,Influencer_1451,user_1451,Travel,6m,575k,0.62,France
,,,422k,,,,,,,Influencer_1452,user_1452,Tech,976k,8m,9.92,Germany
,,,5m,,,,,,,Influencer_1453,user_1453,Travel,401k,7m,11.09,Italy
,,,5m,,,,,,,Influencer_1454,user_1454,Travel,5m,5m,12.46,India
,,,7m,,,,,,,Influencer_1455,user_1455,Fashion,7m,3m,1.32,Japan
,,,1m,,,,,,,Influencer_1456,user_1456,Gaming,3m,1m,5.18,Germany
,,,6m,,,,,,,Influencer_1457,user_1457,Travel,7m,2m,7.73,Germany
,,,6m,,,,,,,Influencer_1458,user_1458,Beauty,8m,4m,14.26,UK
,,,6m,,,,,,,Influencer_1459,user_1459,Tech,5m,3m,1.16,Italy
,,,3m,,,,,,,Influencer_1460,user_1460,Fitness,4m,2m,4.22,USA
,,,1m,,,,,,,Influencer_1461,user_1461,Fashion,6m,6m,3.02,France
,,,7m,,,,,,,Influencer_1462,user_1462,Travel,4m,4m,8.1,USA
,,,1m,,,,,,,Influencer_1463,user_1463,Beauty,5m,6m,12.67,USA
,,,8m,,,,,,,Influencer_1464,user_1464,Fitness,7m,4m,8.62,Japan
,,,2m,,,,,,,Influencer_1465,user_1465,Beauty,1m,4m,4.34,USA
,,,6m,,,,,,,Influencer_1466,user_1466,Travel,4m,2m,13.13,France
,,,5m,,,,,,,Influencer_1467,user_1467,Tech,4m,192k,5.91,France
,,,5m,,,,,,,Influencer_1468,user_1468,Gaming,1m,3m,4.52,South Korea
,,,3m,,,,,,,Influencer_1469,user_1469,Gaming,6m,9m,0.86,South Korea
,,,9m,,,,,,,Influencer_1470,user_1470,Fashion,2m,5m,10.01,USA
,,,8m,,,,,,,Influencer_1471,user_1471,Music,4m,5m,13.51,France
,,,1m,,,,,,,Influencer_1472,user_1472,Music,2m,6m,10.21,UK
,,,4m,,,,,,,Influencer_1473,user_1473,Tech,9m,9m,9.58,Japan
,,,8m,,,,,,,Influencer_1474,user_1474,Fashion,5m,4m,1.9,UK
,,,161k,,,,,,,Influencer_1475,user_1475,Travel,3m,6m,12.32,Italy
,,,5m,,,,,,,Influencer_1476,user_1476,Beauty,8m,6m,1.36,Brazil
,,,208k,,,,,,,Influencer_1477,user_1477,Travel,5m,7m,10.96,Italy
,,,7m,,,,,,,Influencer_1478,user_1478,Beauty,2m,4m,12.79,Germany
,,,8m,,,,,,,Influencer_1479,user_1479,Tech,6m,1m,6.75,UK
,,,3m,,,,,,,Influencer_1480,user_1480,Tech,8m,4m,13.76,South Korea
,,,719k,,,,,,,Influencer_1481,user_1481,Tech,2m,337k,5.61,Japan
,,,3m,,,,,,,Influencer_1482,user_1482,Gaming,6m,3m,9.72,Brazil
,,,9m,,,,,,,Influencer_1483,user_1483,Fashion,5m,9m,5.16,UK
,,,3m,,,,,,,Influencer_1484,user_1484,Gaming,6m,9m,4.74,Japan
,,,5m,,,,,,,Influencer_1485,user_1485,Travel,8m,9m,14.82,USA
,,,3m,,,,,,,Influencer_1486,user_1486,Music,5m,8m,0.51,France
,,,5m,,,,,,,Influencer_1487,user_1487,Tech,7m,7m,0.56,France
,,,3m,,,,,,,Influencer_1488,user_1488,Fitness,9m,6m,7.37,Brazil
,,,6m,,,,,,,Influencer_1489,user_1489,Fitness,5m,7m,6.72,UK
,,,9m,,,,,,,Influencer_1490,user_1490,Gaming,6m,850k,2.36,USA
,,,8m,,,,,,,Influencer_1491,user_1491,Travel,2m,435k,8.17,Brazil
,,,4m,,,,,,,Influencer_1492,user_1492,Fashion,1m,786k,3.78,South Korea
,,,3m,,,,,,,Influencer_1493,user_1493,Tech,6m,6m,10.66,USA
,,,6m,,,,,,,Influencer_1494,user_1494,Travel,3m,2m,14.5,South Korea
,,,5m,,,,,,,Influencer_1495,user_1495,Gaming,4m,8m,9.43,Germany
,,,4m,,,,,,,Influencer_1496,user_1496,Tech,7m,871k,13.22,India
,,,2m,,,,,,,Influencer_1497,user_1497,Beauty,8m,1m,5.99,Brazil
,,,239k,,,,,,,Influencer_1498,user_1498,Fashion,2m,5m,2.07,Brazil
,,,8m,,,,,,,Influencer_1499,user_1499,Fitness,9m,6m,13.06,Brazil
,,,6m,,,,,,,Influencer_1500,user_1500,Beauty,5m,4m,4.21,Japan
